HPO编码,标准名称（英文）,定义,注释,精确同义词（多个用分号分隔）,相关同义词（多个用分号分隔）,父类HPO编码（多个用分号分隔）,子类HPO编码（多个用分号分隔）,是否为叶子节点,替代ID（多个用分号分隔）,是否已废弃,被替换为,创建日期,外部引用（多个用分号分隔）
HP:0000683,Grayish enamel,A gray discoloration of the dental enamel.,"Grey enamel may be seen in dentinogenesis imperfecta, but dentinogenesis imperfecta should be coded separately if present.",Grey tooth shade; Grey coloured tooth enamel; Greyish enamel; Grayish enamel; Gray tooth shade; Gray colored tooth enamel,,HP:0000682; HP:0011073,,是,,否,,,UMLS:C1854783
HP:0000684,Delayed eruption of teeth,"Delayed tooth eruption, which can be defined as tooth eruption more than 2 SD beyond the mean eruption age.","This term should not be used in a patient with Gingival overgrowth. Eruption is defined by the appearance of a tooth that has pierced the oral mucosa. There are established norms for the timing of eruption in both deciduous and permanent teeth. Eruption delay may affect either the deciduous teeth, permanent teeth, or both. The absence of shedding of deciduous teeth may be seen in association with delayed permanent tooth eruption or agenesis of successional permanent teeth. The diagnosis eruption delayed requires clinical and radiographic examinations.","Late eruption of teeth; Delayed eruption of teeth; Eruption, delayed; Delayed eruption; Delayed dental development; Delayed teeth eruption; Delayed dental eruption; Late tooth eruption; Delayed tooth eruption",,HP:0006292,HP:0000680; HP:0000696,否,HP:0000686; HP:0006294; HP:0006314; HP:0006328,否,,,SNOMEDCT_US:5639000; UMLS:C0239174
HP:0000685,Hypoplasia of teeth,Developmental hypoplasia of teeth.,,Hypoplastic teeth,,HP:0011061,HP:0006297; HP:0006334; HP:0006353,否,HP:0000688; HP:0006281; HP:0006307,否,,,UMLS:C0235357; UMLS:C4280611
HP:0000687,Widely spaced teeth,Increased spaces (diastemata) between most of the teeth in the same dental arch.,"Wide spacing can be secondary to increased room by an unusually large dental arch, microdontia or mixed primary and secondary dentition. It should be carefully noted that slight spacing between the primary teeth is normal, so experience in evaluation is important in determining this feature. This descriptor must be distinguished from Diastema.",Generalised spacing of teeth; Generalized spacing of teeth; Widely-spaced teeth; Widely spaced teeth; Generalized dental spacing; Generalised dental spacing; Wide-spaced teeth; Multiple diastemata,,HP:0000692,HP:0006313,否,,否,,,UMLS:C1844813
HP:0000689,Dental malocclusion,"Dental malocclusion refers to an abnormality of the occlusion, or alignment, of the teeth and the way the upper and lower teeth fit together, resulting in overcrowding of teeth or in abnormal bite patterns.",,Malalignment of upper and lower dental arches; Bad bite; Occlusion anomaly; Bilateral crossbite malocclusion; Malocclusion; Bilateral crossbite; Misalignment of upper and lower dental arches; Incorrect relation between upper and lower dental arches; Malocclusion of teeth,,HP:0000692,HP:0009102,否,,否,,,SNOMEDCT_US:47944004; SNOMEDCT_US:707598004; UMLS:C0024636; UMLS:C4280613; UMLS:C4280614
HP:0000690,Agenesis of maxillary lateral incisor,"Agenesis of one or more maxillary lateral incisor, comprising the maxillary lateral primary incisor and maxillary lateral secondary incisor.",,Failure of development of maxillary lateral incisor; Absent upper lateral incisors,Missing upper lateral incisor; Absence of maxillary lateral incisor; Missing maxillary lateral incisor; Absence of upper lateral incisor,,HP:0011049; HP:0011050,否,,否,,,UMLS:C1849950; UMLS:C4083046
HP:0000691,Microdontia,"Decreased size of the teeth, which can be defined as a mesiodistal tooth diameter (width) more than 2 SD below mean. Alternatively, an apparently decreased maximum width of tooth.","Standard reference has means and standard deviations by gender [Moyers et al, 1976]. It is easy to measure the width of teeth, for which reason the definition of microdontia can be made with reference to the width of the tooth. However, microdontia means that the overall size of the tooth is decreased. In microdontia, the gaps between the teeth, particularly the anterior upper and lower teeth, are increased, creating diastemata. This should be assessed and coded separately.",Tooth hypoplasia; Decreased width of tooth; Decreased size of tooth; Small teeth; Small tooth; Tooth hypotrophy; Underdeveloped tooth,,HP:0006482,HP:0001593; HP:0006311; HP:0006347; HP:0200141,否,,否,,,SNOMEDCT_US:32337007; UMLS:C0240340; UMLS:C4280611; UMLS:C4280612
HP:0000692,Tooth malposition,"Abnormal alignment, positioning, or spacing of the teeth, i.e., misaligned teeth.",,"Misalignment of teeth; Abnormality of teeth spacing; Malaligned teeth; Abnormality of alignment of teeth; Abnormal teeth spacing; Teeth, malposition; Malposition of teeth; Abnormal dental position; Malpositioned teeth; Crooked teeth",,HP:0000164,HP:0000678; HP:0000687; HP:0000689; HP:0000699; HP:0006316; HP:0010807; HP:0011062; HP:0011094; HP:0011095,否,HP:0000693; HP:0001569; HP:0006303; HP:0006478,否,,,UMLS:C1852504; UMLS:C4280610
HP:0000694,Odontodysplasia,"The diagnosis odontodysplasia requires clinical and radiological exams, in which unusually large pulp chambers and large pulp room chambers with thin enamel and dentin are visible. It may affect either a single tooth or several teeth. The term regional odontodysplasia is used if several teeth are affected. It affects the deciduous and permanent dentitions in the maxilla, the mandible or both, although the maxilla is more frequently involved. A type of dental dysplasia occurring in dentinogenesis imperfecta in which the pulp chambers are enlarged and there is a reduced amount of coronal dentin.",,Shell teeth; Ghost teeth; Teeth with thin dentin and large pulp chambers; Teeth with type iii dentinogenesis imperfecta; Teeth with dentinal dysplasia,,HP:0000703,,是,,否,,,SNOMEDCT_US:67504007; UMLS:C2981132
HP:0000695,Natal tooth,A tooth present at birth or erupting within the first month of life.,"A tooth erupting between the second and fourth month is called a neonatal tooth. A natal tooth is uncommon, the prevalence at birth is 1/2000 to 1/3500 birth. In 85%, the erupted tooth is the deciduous lower incisors, and in 5%, it concerns upper incisors or molars, and in 10%, it involves supernumerary teeth. Natal teeth are usually mobile and lack root formation.",Teeth present at birth; Natal teeth; Neonatal teeth; Born with teeth,,HP:0006288,,是,,否,,,SNOMEDCT_US:21995002; SNOMEDCT_US:58748004; UMLS:C0027443
HP:0000696,Delayed eruption of permanent teeth,Delayed tooth eruption affecting the secondary dentition.,,Delayed eruption of adult teeth; Delayed permanent dentition; Delayed eruption of secondary teeth; Delayed eruption of permanent teeth; Delayed eruption of secondary dentition,,HP:0000684,HP:0006291; HP:0006321,否,,否,,,UMLS:C1849540
HP:0000698,Conical tooth,"An abnormal conical form of the teeth, that is, a tooth whose sides converge or taper together incisally.","A conical shape of a tooth occurs in incisors and canines only. Conical teeth may occur isolated or associated with other dental anomalies, such as hypodontia and oligodontia; this should be assessed and coded separately.",Conoid tooth; Shark tooth; Peg-shaped teeth; Peg shaped teeth; Cone shaped tooth; Peg tooth,Pointed tooth; Conical teeth; Peg shaped tooth,HP:0006482,HP:0011065; HP:0200141,否,,否,,,SNOMEDCT_US:29553002; UMLS:C0266037; UMLS:C4012359
HP:0000699,Diastema,Increased space between two adjacent teeth in the same dental arch.,"Usually there is contact between the lateral aspects of the permanent teeth, at their broadest point. Diastema can apply to any pair of teeth and the term should be modified by a descriptor of the involved teeth. This descriptor must be distinguished from Widely spaced teeth.",Dental diastema; Gap between teeth; Diastasis of the teeth; Dental diastasis; Diastema of the teeth,,HP:0000692,HP:0006304,否,,否,,,SNOMEDCT_US:35591002; UMLS:C0011998
HP:0000700,Periapical bone loss,Radiolucency (reflecting a reduction in the bony substance) around the apex (the tip of the dental root).,"Periapical radiolucencies can be seen with periapical granuloma, cysts, ameloblastoma, odotogenic keratatoycsts, and other lesions.",Periapical lesion; Dark spot around tooth root on x-ray,Periapical radiolucencies; Periapical granuloma; Periapical cyst; Bone loss around tooth root; Periapical radiolucency,HP:0000164,,是,,否,,,SNOMEDCT_US:81407003; SNOMEDCT_US:89988002; UMLS:C0031029; UMLS:C0034543; UMLS:C1852169; UMLS:C4280609
HP:0000703,Dentinogenesis imperfecta,Developmental dysplasia of dentin.,"This term is kept for convenience since it is often used to refer to the phenotype of discolored, fragile teeth in the medical literature. Dentinogenesis imperfecta is a disorder of tooth development. This condition causes the teeth to be discolored (most often a blue-gray or yellow-brown color) and translucent. Teeth are also weaker than normal, making them prone to rapid wear, breakage, and loss.",,,HP:3000050; HP:0010299,HP:0000694; HP:0011060; HP:0011086,否,,否,,,SNOMEDCT_US:196286005; UMLS:C0011436
HP:0000704,Periodontitis,Inflammation of the periodontium.,,Pyorrhea,,HP:0012649; HP:0000168; HP:0000164,HP:0000166; HP:0011058; HP:0011059,否,HP:0000165; HP:0006301,否,,,SNOMEDCT_US:18718003; SNOMEDCT_US:2556008; SNOMEDCT_US:41565005; UMLS:C0017563; UMLS:C0031090; UMLS:C0031099
HP:0000705,Amelogenesis imperfecta,A developmental dysplasia of the dental enamel.,"Amelogenesis imperfecta (AI) is a term for a clinically and genetically heterogeneous group of diseases that affect the dental enamel, occasionally in conjunction with other dental, oral and extraoral tissues. This term has often been used to describe the phenotype associated with AI, but for new annotations it is recommended to describe the individual manifestations.",,,HP:0000682,,是,HP:0006284; HP:0006310; HP:0006325; HP:0006327; HP:0006331,否,,,SNOMEDCT_US:78494001; UMLS:C0002452
HP:0000706,Eruption failure,A tooth which does not erupt within the teeth eruption timeline and after the loss of eruption potential.,"Usually a tooth erupts at a stage of half or two-thirds of root formation. There are established norms for the timing of eruption and tooth stages in both deciduous and permanent teeth. It may be difficult to discern Delayed eruption from failure of eruption: failure indicates it will never erupt, delayed indicates it may still erupt. Eruption failure may be caused by an isolated obstacle (supernumerary teeth), ankylosis of impacted teeth, or disturbances of biological eruption pathway. Partial or complete non-eruption of not initially ankylosed teeth due to a disturbed eruption mechanism result in a severe form of posterior open bite that usually worsens from anterior to posterior. Eruption failure is usually asymmetrical, affects more posterior teeth and both dentition may be involved. The diagnosis eruption failure requires clinical and radiographic examinations.",Failure of eruption of tooth; Pseudoanodontia; Pseudo-anodontia; Unerupted tooth,,HP:0006292,HP:0006283; HP:0006352; HP:0011079,否,,否,,,SNOMEDCT_US:109542004; UMLS:C1290587
HP:0000707,Abnormality of the nervous system,An abnormality of the nervous system.,"The nervous system comprises the neuraxis (brain, spinal cord, and ventricles), the autonomic nervous system, the enteric nervous system, and the peripheral nervous system.",Neurologic abnormalities; Neurological abnormality; Abnormality of the nervous system,,HP:0000118,HP:0012638; HP:0012639,否,HP:0001333; HP:0006987,否,,,SNOMEDCT_US:88425004; UMLS:C0497552
HP:0000708,Atypical behavior,"Atypical behavior is an abnormality in a person's actions that can be controlled or modulated by the will of the individual. While abnormal behaviors can be difficult to control, they are distinct from other abnormal actions that cannot be affected by the individual's will.","Atypical behaviors should include or directly affect observable actions. While behavioral disorders often encompass abnormal thoughts, feelings, perceptions, or other cognitions, these alone would not be considered atypical behavioral features.",Psychiatric disorders; Behavioral/psychiatric abnormalities; Behavioural disorders; Behavioral symptoms; Behavioral changes; Behavioral disorders; Behavioral abnormality; Behavioural disturbances; Behavioural abnormality; Behavioural problems; Behavioural symptoms; Psychiatric disturbances; Behavioural changes; Behavioral disturbances; Behavioural/Psychiatric abnormality; Behavioral problems,,HP:0011446,HP:0002193; HP:0008768; HP:0012433; HP:0100962,否,HP:0000715; HP:0002368; HP:0002456,否,,,SNOMEDCT_US:25786006; SNOMEDCT_US:277843001; UMLS:C0004941; UMLS:C0233514
HP:0000709,Psychosis,"A condition characterized by changes in personality and thought patterns, often accompanied by hallucinations and delusional beliefs, is known as psychosis.",,Psychosis,,,,是,,否,,,SNOMEDCT_US:69322001; UMLS:C0033975
HP:0000710,Hyperorality,"Hyperorality is a condition characterized by an excessive preoccupation with oral sensations and behaviors, such as chewing, sucking, biting, swallowing, and excessive mouthing of objects.",,Mouthing; Hyperorality; Hyperoralia,,,,是,,否,,,UMLS:C1838320
HP:0000711,Restlessness,"A state of unease is characterized by diffuse motor activity or motion, which is subject to limited control, nonproductive, or disorganized behavior.",,Restiveness; Fidgetiness,,,,是,,否,,,SNOMEDCT_US:162221009; UMLS:C3887611
HP:0000712,Emotional lability,"Unstable emotional experiences and frequent mood changes; emotions that are easily aroused, intense, and/or disproportionate to events and circumstances.",,,,,,是,HP:0000720; HP:0001575; HP:0008766,否,,,SNOMEDCT_US:18963009; UMLS:C0085633
HP:0000713,Agitation,A state of excessive motor activity that is associated with mental distress or a feeling of substantial unease or inner tension. Distinguished from restlessness by the increased level of emotional distress and negative intensity of the experience. Agitation has a significant level of physical activity that is typically threatening to the self or others.,,Psychomotor agitation,,,,是,,否,,,SNOMEDCT_US:24199005; UMLS:C0085631
