HPO编码,标准名称（英文）,标准名称（中文）,定义（中文）
HP:0025623,Abnormal proportion of CD4+ effector memory cells,CD4+效应记忆T细胞比例异常,
HP:0025624,Reduced proportion of CD4+ effector memory T cells,CD4+效应记忆T细胞比例降低,
HP:0025625,Elevated proportion of CD4+ effector memory T cells,CD4+效应记忆T细胞比例升高,
HP:0025626,Increased circulating oleate level,血液油酸酯水平升高,
HP:0025627,Increased circulating octadecanoate level,血液十八碳酯水平升高,
HP:0025628,Increased circulating myristoleate level,血液豆蔻酸盐水平升高,
HP:0025629,Anti-myelin-associated glycoprotein antibody positivity,抗髓磷脂相关糖蛋白抗体阳性,
HP:0025630,Argininosuccinic aciduria,精氨酸琥珀酸酯尿症,
HP:0025631,Alpha-aminobutyric aciduria,α-氨基丁酸尿,
HP:0025632,Reduced reactive oxygen species production in neutrophils,中性粒细胞活性氧产生降低,
HP:0025633,Abnormal ureter morphology,输尿管形态异常,
HP:0025634,Abnormal ureter physiology,输尿管生理异常,
HP:0025635,Ureteral polyp,输尿管息肉,
HP:0025636,Endometritis,子宫内膜炎,
HP:0025637,Vasospasm,血管痉挛,
HP:0025638,Elevated urinary N-butyrylglycine,尿液N-丁酰甘氨酸水平升高,
HP:0025639,Increased urinary zinc level,尿锌水平升高,
HP:0025640,Abnormal urinary mineral level,尿液矿物质含量异常,
HP:0025641,Elevated circulating glycolate concentration,血液乙醇酸浓度升高,
HP:0025643,Tarlov cyst,塔洛夫囊肿,
HP:0025644,Fixation-off epileptiform discharges,失对焦癫痫样放电,
HP:0025646,Bilateral polymicrogyria,双侧多小脑回,
HP:0025647,Steroid-sensitive nephrotic syndrome,类固醇敏感性肾病综合征（激素敏感型肾病综合征）,
HP:0025648,Steroid-sensitive nephrotic syndrome with infrequent relapses,类固醇敏感性肾病综合征，偶复发（罕见复发的类固醇敏感性肾病综合征 ）,
HP:0025649,Steroid-sensitive nephrotic syndrome with frequent relapses,类固醇敏感性肾病综合征，常复发,
HP:0025650,Steroid-dependent nephrotic syndrome,类固醇依赖性肾病综合征（激素依赖性肾病综合征）,
HP:0025652,Abnormal placental adhesion into the uterine wall,异常胎盘粘连侵入子宫壁,
HP:0025653,Placenta percreta,穿透性胎盘,
HP:0025654,Placenta accreta,植入性胎盘,
HP:0025655,Placenta increta,嵌入性胎盘,
HP:0025656,Prenatal double bubble sign,产前双气泡征,
HP:0025657,Abnormal umbilical blood flow measurement,脐血流测定异常,
HP:0025659,Decreased circulating creatine kinase concentration,循环肌酸激酶水平降低,
HP:0025660,Chiari type II malformation,小脑扁桃体下疝畸形（Chiari II 型畸形）,
HP:0025661,Chiari type III malformation,小脑扁桃体下疝畸形（Chiari  III 型畸形）,
HP:0025662,Abnormal fetal skeletal morphology,胎儿骨骼形态异常,
HP:0025663,Reduced fetal femur/foot length ratio,减小的胎儿股骨长/足长比值,
HP:0025664,Moderate to late preterm birth,中度到晚期早产,
HP:0025665,Extremely preterm birth,极早早产,
HP:0025666,Very preterm birth,早期早产,
HP:0025667,Fetal neck anomaly,胎儿颈部异常,
HP:0025668,Abnormal neck morphology,颈部形态异常,
HP:0025669,Abnormal neck physiology,颈部生理异常,
HP:0025670,Syntelencephaly,大脑半球中线融合,
HP:0025671,Fetal pericardial effusion,胎儿心包积液,
HP:0025672,Fetal skin edema,胎儿皮肤水肿,
HP:0025673,Loculated ascites,包裹性腹水,
HP:0025674,Meconium pseudocyst,胎粪性假性囊肿,
HP:0025675,Premature closure of the ductus arteriosus,动脉导管提前闭合,
HP:0025676,Fetal pleural effusion,胎儿胸腔积液,
HP:0025677,Fetal chylothorax,胎儿乳糜胸,
HP:0025678,Fetal hydrothorax,胎儿胸腔积液,
HP:0025679,Diskitis,关节盘炎,
HP:0025680,Compound muscle action potential amplitude facilitation,复合肌肉动作电位振幅易化,
HP:0025681,Distal clavicular thinning,锁骨远端变薄,
HP:0025682,Crouch gait,蹲伏步态,
HP:0025683,Abnormal amyloid beta 42 peptide CSF concentration,脑脊液β淀粉样蛋白42水平异常,
HP:0025684,Decreased amyloid beta 42 peptide CSF concentration,脑脊液β淀粉样蛋白42水平降低,
HP:0025685,Increased amyloid beta 42 peptide CSF concentration,脑脊液β淀粉样蛋白42水平升高,
HP:0025686,Abnormal amyloid beta 40 peptide CSF concentration,脑脊液β淀粉样蛋白40水平异常,
HP:0025687,Increased amyloid beta 40 peptide CSF concentration,脑脊液β淀粉样蛋白40水平升高,
HP:0025688,Abnormal amyloid beta peptide CSF concentration,脑脊液β淀粉样蛋白水平异常,
HP:0025689,Extra-abdominal umbilical vein varix,腹外脐静脉曲张,
HP:0025690,Fetal intra-abdominal umbilical vein varix,胎儿腹内脐静脉曲张,
HP:0025691,Impaired fasting glucose,空腹血糖受损,
HP:0025692,Atelencephaly,脑发育不全,
HP:0025693,Pituitary macroadenoma,垂体大腺瘤,
HP:0025694,Pituitary microadenoma,垂体小腺瘤,
HP:0025695,Mucus plug,粘液栓,
HP:0025696,Airway casts,气道管型,
HP:0025697,Fibrin casts,纤维管型,
HP:0025698,Mucin casts,粘液管型,
HP:0025699,Perisylvian FDG hypermetabolism,外侧裂周区氟脱氧葡萄糖高代谢,
HP:0025700,Anhydramnios,无羊水,
HP:0025701,Distended jugular lymphatic sacs,颈静脉淋巴囊扩张,
HP:0025702,Type 1 schizencephaly,1型脑裂畸形,
HP:0025703,Type 2 schizencephaly,2型脑裂畸形,
HP:0025704,Type 3 schizencephaly,3型脑裂畸形,
HP:0025705,Abnormal fetal nasal bone visualization,胎儿鼻骨成像异常,
HP:0025706,Absent fetal nasal bone,胎儿鼻骨缺如,
HP:0025707,Hypoplastic nasal bone,鼻骨发育不全,
HP:0025708,Early young adult onset,青年成人早期起病,
HP:0025709,Intermediate young adult onset,青年成人中期起病,
HP:0025710,Late young adult onset,青年成人晚期起病,
HP:0025711,Convergence-retraction nystagmus,会聚-回缩性眼球震颤,
HP:0025712,Spontaneous chorioamniotic separation,自发性绒毛膜羊膜分离,
HP:0025713,Neurite dystrophy,神经突营养不良,
HP:0025714,Cerebral cortical microinfarct,脑皮质微梗死,
HP:0025715,Abnormal umbilical artery doppler waveform during pregnancy,孕期脐动脉多普勒波形异常,
HP:0025716,Fetal anemia,胎儿贫血,
HP:0025717,Skeletal muscle autophagosome accumulation,骨骼肌自噬体蓄积,
HP:0025718,Skeletal muscle hyperechogenicity,骨骼肌高回声,
HP:0025719,Maternal vascular malperfusion,胎盘母体血管灌注不良,
HP:0025720,Limited horizontal extraocular movement,眼球外肌水平运动受限,
HP:0025721,Limited vertical extraocular movement,眼球外肌垂直运动受限,
HP:0025722,Cerebral infarct,脑梗死,
HP:0025723,Abnormal fetal skin morphology,胎儿皮肤形态异常,
HP:0025724,Caseous vernix-like desquamation,酪脂样脱屑,
HP:0025725,Type 1 congenital pulmonary airway malformation,先天性肺气道畸形1型,
HP:0025726,Type 2 congenital pulmonary airway malformation,先天性肺气道畸形2型,
HP:0025727,Type 3 congenital pulmonary airway malformation,先天性肺气道畸形3型,
HP:0025728,Periventricular pseudocyst,侧脑室旁假性囊肿,
HP:0025729,Fetal vascular malperfusion,胎儿血管灌注不良,
HP:0025730,Foramen ovale aneurysm,卵圆孔动脉瘤,
HP:0025731,Anti-glycosylphosphatidylinositol anchored high-density lipoprotein binding protein 1 antibody positivity,抗糖基磷脂酰肌醇锚定高密度脂蛋白结合蛋白1抗体阳性,
HP:0025732,Abnormal social development,社会发育异常,
HP:0025733,Streak gonad,条索状性腺,
HP:0025734,Elevated urinary 5-hydroxyhexanoic acid level,尿5-羟基己酸水平升高,
HP:0025735,Abnormal third cranial nerve morphology,第三颅神经形态异常,
HP:0025736,Long-bone fracture,长骨骨折,
HP:0025737,Abnormal subthalamic nucleus morphology,丘脑底核形态异常,
HP:0025738,Ring-enhancing cerebral lesion,脑病灶环状增强,
HP:0025739,Optic nerve mass,视神经肿块,
HP:0025740,Elevated brain succinate level by MRS,磁共振波谱显示脑琥珀酸水平升高,
HP:0025741,Brainstem lucency,脑干低密度,
HP:0025742,Elevated urine L-xylulose level,尿L-木酮糖水平升高,
HP:0025743,Elevated urine biliverdin level,尿胆绿素水平升高,
HP:0025744,Elevated urine dodecanedioic acid level,尿十二烷二酸水平升高,
HP:0025745,Abnormal urine amino acid level,尿氨基酸水平异常,
HP:0025746,Diminished urine glutamine level,尿谷氨酰胺水平降低,
HP:0025747,Tongue spasticity,舌痉挛,
HP:0025748,Restricted tongue movement,舌头活动受限,
HP:0025749,Asymmetric blood pressure between limbs,肢体血压不对称,
HP:0025750,Asymmetric blood pressure between legs,双下肢血压不对称,
HP:0025751,Reduced anterior scleral thickness,前巩膜厚度减少,
HP:0025752,Reduced posterior scleral thickness,后巩膜厚度减少,
HP:0025753,Elevated urinary 2-aminoisobutyric acid,尿2-氨基异丁酸升高,
HP:0025754,Reduced beta-hexosaminidase A activity,β-氨基己糖苷酶A活性降低,
HP:0025755,Abnormal nail shape,指甲形状异常,
HP:0025756,Abnormal nail attachment,指甲附着异常,
HP:0025757,Abnormal nail surface,甲面异常,
HP:0025758,Characteristic of mass,质量特性,
HP:0025759,Mobile lump,活动性肿块,
HP:0025760,Immobile lump,固定肿块,
HP:0025761,Painless mass,无痛性肿块,
HP:0025762,Anti-ganglionic acetylcholine receptor antibody positivity,抗神经节乙酰胆碱受体抗体阳性,
HP:0025763,Positive urine anion gap,尿阴离子间隙升高,
HP:0025764,Nasoethmoidal encephalocele,鼻筛窦性脑膨出,
HP:0025765,Rubber-like lump,橡胶样肿块,
HP:0025766,Abnormal affect,情感异常,
HP:0025767,Abnormal positive emotional state,异常的积极情绪,
HP:0025768,Inappropriate elation,不适当的兴奋,
HP:0025769,Disordered formal thought process,形式思维过程紊乱,
HP:0025770,2-3 finger osseus syndactyly,第2-3指骨并指,
HP:0025771,Ruminations,沉思,
HP:0025772,Abnormal lexical patterns,词汇模式异常,
HP:0025773,Abnormal semantics,语义异常,
HP:0025774,Idiosyncratic use of words,用词怪癖,
HP:0025775,Tangential speech,离题言语,
HP:0025776,Thought insertion,思维插入,
HP:0025777,Thought broadcasting,思维播散,
HP:0025778,Thought echo,思维回响,
HP:0025779,Disorder of thought content,思想内容混乱,
HP:0025780,Abnormal volitional state,意志状态异常,
HP:0025781,Abnormally rapid thought process,快速思维过程异常,
HP:0025782,Abnormal syntax,语法异常,
HP:0025783,Diagnostic behavioral phenotype,诊断性行为表型,
HP:0025784,Word salad,言语混乱,
HP:0025785,Abnormal preoccupation,异常专注,
HP:0025786,Intraosseous lipoma,骨内脂肪瘤,
HP:0025787,Paraphilia,性倒错,
HP:0025788,Radiographic modifier,射线照相改变,
HP:0025789,Radiolucent,射线可穿透的,
HP:0025790,Radiodense,不透X线的,
HP:0025791,Delusion of guilt,内疚妄想,
HP:0025792,Abnormal cognitive process,认知过程异常,
HP:0025793,Abnormal change in sexual drive,性欲异常改变,
HP:0030000,EMG: repetitive nerve stimulation abnormality,肌电图: 重复性神经电刺激异常,
HP:0030001,Lagophthalmos,睑裂闭合不全,
HP:0030002,Nocturnal lagophthalmos,睡眠时睑闭合不全,
HP:0030003,Paralytic lagophthalmos,麻痹性睑裂闭合不全,
HP:0030004,Cicatricial lagophthalmos,瘢痕性睑裂闭合不全,
HP:0030005,Capillary leak,毛细血管渗漏,
HP:0030006,Single fiber EMG abnormality,单纤维肌电图异常,
HP:0030007,EMG: positive sharp waves,肌电图: 正锐波,
HP:0030008,Cervical agenesis,宫颈发育不全,
HP:0030009,Cervical insufficiency,宫颈机能不全,
HP:0030010,Hydrometrocolpos,子宫阴道积水,
HP:0030011,Imperforate hymen,处女膜闭锁,
HP:0030012,Abnormal female reproductive system physiology,女性生殖系统生理功能异常,
HP:0030014,Female sexual dysfunction,女性性功能障碍,
HP:0030015,Female anorgasmia,女性性感缺失病,
HP:0030016,Dyspareunia,性交疼痛,
HP:0030017,Vaginismus,阴道痉挛,
HP:0030018,Decreased female libido,女性性欲降低,
HP:0030019,Increased female libido,女性性欲亢进,
HP:0030021,Auricular tag,耳赘,
HP:0030022,Question mark ear,问号状耳,
HP:0030023,Quelprud nodule,Quelprud 结节,
HP:0030024,Pretragal ectopia,耳屏前异位,
HP:0030025,Auricular pit,耳凹,
HP:0030026,Squared superior portion of helix,耳轮方形上部,
HP:0030027,Abnormal nasal cartilage morphology,鼻软骨形态异常,
HP:0030028,Absent nasal cartilage,鼻软骨缺如,
HP:0030029,Splayed fingers,分叉指,
HP:0030030,Absent ray,指（趾）骨-掌（跖）骨系列缺如,
HP:0030031,Small toe,小趾,
HP:0030032,Partial absence of foot,足部分缺如,
HP:0030033,Small finger,小指,
HP:0030034,Glomerular basement membrane lamellation,薄肾小球基底膜病,
HP:0030035,Struvite nephrolithiasis,鸟粪石型肾结石,
HP:0030036,Isothenuria,等渗尿,
HP:0030037,Bifid ureter,分叉型输尿管,
HP:0030038,Enchondroma,内生软骨瘤,
HP:0030039,Fused thoracic vertebrae,胸椎融合,
HP:0030040,Fused lumbar vertebrae,腰椎融合,
HP:0030041,Schmorl's node,Schmorl's结节,
HP:0030042,Incomplete ossification of pubis,耻骨骨化不全,
HP:0030043,Hip subluxation,髋关节半脱位,
HP:0030044,Flexion contracture of digit,指/趾屈曲挛缩,
HP:0030045,Serpentine fibula,S形腓骨,
HP:0030046,Hypoglycosylation of alpha-dystroglycan,α-抗肌萎缩蛋白聚糖糖基化不良,
HP:0030047,Abnormal lateral ventricle morphology,侧脑室形态异常,
HP:0030048,Colpocephaly,枕角扩大畸形,
HP:0030049,Brain abscess,脑脓肿,
HP:0030050,Narcolepsy,发作性睡病,
HP:0030051,Tip-toe gait,脚尖步,
HP:0030052,Inguinal freckling,腹股沟雀斑,
HP:0030053,Stiff skin,硬皮,
HP:0030054,Perifollicular fibrosis,毛囊周围纤维化,
HP:0030055,Hyperconvex toenail,趾甲过凸,
HP:0030056,Uncombable hair,蓬发,
HP:0030057,Autoimmune antibody positivity,自身免疫性抗体阳性,
HP:0030058,Sickled erythrocytes,镰状红细胞,
HP:0030059,Mitochondrial depletion,线粒体DNA耗竭,
HP:0030060,Nervous tissue neoplasm,神经组织肿瘤,
HP:0030061,Neuroectodermal neoplasm,神经外胚层肿瘤,
HP:0030062,Craniopharyngioma,颅咽管瘤,
HP:0030063,Neuroepithelial neoplasm,神经上皮肿瘤,
HP:0030064,Neurocytoma,神经细胞瘤,
HP:0030065,Primitive neuroectodermal tumor,原始神经外胚层肿瘤,
HP:0030066,Ependymoblastoma,室管膜母细胞瘤,
HP:0030067,Peripheral primitive neuroectodermal neoplasm,外周原始神经外胚层肿瘤,
HP:0030068,Olfactory esthesioneuroblastoma,嗅神经母细胞瘤,
HP:0030069,Primary central nervous system lymphoma,原发性中枢神经系统淋巴瘤,
HP:0030070,Central primitive neuroectodermal tumor,中枢性原始神经外胚层肿瘤,
HP:0030071,Medulloepithelioma,髓上皮瘤,
HP:0030072,Paranasal sinus neoplasm,副鼻窦肿瘤,
HP:0030074,Chemodectoma,化学感受器瘤,
HP:0030075,Ductal carcinoma in situ,导管原位癌,
HP:0030076,Lobular carcinoma in situ,小叶原位癌,
HP:0030077,Bronchial neoplasm,支气管肿瘤,
HP:0030078,Lung adenocarcinoma,肺腺癌,
HP:0030079,Cervix cancer,宫颈癌,
HP:0030080,Burkitt lymphoma,Burkitt淋巴瘤,
HP:0030081,Punctate periventricular T2 hyperintense foci,脑室周围白质点状T2高信号灶,
HP:0030082,Abnormal drinking behavior,饮酒行为异常,
HP:0030083,Salt craving,嗜盐,
HP:0030084,Clinodactyly,指（趾）内弯,
HP:0030085,Abnormal CSF lactate concentration,脑脊液乳酸水平异常,
HP:0030086,Reduced CSF lactate,脑脊液乳酸减少,
HP:0030087,Abnormal circulating testosterone concentration,血液睾酮水平异常,
HP:0030088,Increased serum testosterone level,血清睾酮水平增高,
HP:0030089,Abnormal muscle fiber protein expression,肌纤维蛋白表达异常,
HP:0030090,Abnormal muscle fiber merosin expression,肌纤维层粘连蛋白α2表达异常,
HP:0030091,Absent muscle fiber merosin,肌纤维层粘连蛋白α2缺乏,
HP:0030092,Reduced muscle fiber merosin,肌纤维层粘连蛋白α2减少,
HP:0030093,Abnormal muscle fiber laminin beta 1,肌纤维层粘连蛋白β1异常,
HP:0030094,Reduced muscle fiber laminin beta 1,肌纤维层粘连蛋白β1减少,
HP:0030095,Reduced muscle collagen VI,肌肉胶原蛋白VI型减少,
HP:0030096,Abnormal muscle fiber dystrophin expression,肌肉纤维抗肌萎缩蛋白表达异常,
HP:0030097,Absent muscle dystrophin expression,抗肌萎缩蛋白表达缺乏,
HP:0030098,Reduced muscle dystrophin expression,抗肌萎缩蛋白表达减少,
HP:0030099,Reduced muscle fiber alpha dystroglycan,肌纤维α-肌营养不良蛋白聚糖减少,
HP:0030100,Abnormal muscle fiber alpha sarcoglycan,肌纤维α-肌聚糖异常,
HP:0030101,Absent muscle fiber alpha sarcoglycan,肌肉纤维α-肌聚糖缺乏,
HP:0030102,Reduced muscle fiber alpha sarcoglycan,肌肉纤维α-肌聚糖减少,
HP:0030103,Abnormal muscle fiber beta sarcoglycan,肌肉纤维β-肌聚糖异常,
HP:0030104,Abnormal muscle fiber gamma sarcoglycan,肌肉纤维γ-肌聚糖异常,
HP:0030105,Abnormal muscle fiber delta sarcoglycan,肌肉纤维δ-肌聚糖异常,
HP:0030106,Absent muscle fiber beta sarcoglycan,肌肉纤维β-肌聚糖缺乏,
HP:0030107,Reduced muscle fiber beta sarcoglycan,肌肉纤维β-肌聚糖减少,
HP:0030108,Reduced muscle fiber gamma sarcoglycan,肌肉纤维γ-肌聚糖减少,
HP:0030109,Absent muscle fiber gamma sarcoglycan,肌肉纤维γ-肌聚糖缺乏,
HP:0030110,Absent muscle fiber delta sarcoglycan,肌肉纤维δ-肌聚糖缺乏,
HP:0030111,Reduced muscle fiber delta sarcoglycan,肌肉纤维δ-肌聚糖减少,
HP:0030112,Abnormal muscle fiber alpha dystroglycan,肌纤维α-肌营养不良蛋白聚糖异常,
