HPO编码,标准名称（英文）,定义,注释,精确同义词（多个用分号分隔）,相关同义词（多个用分号分隔）,父类HPO编码（多个用分号分隔）,子类HPO编码（多个用分号分隔）,是否为叶子节点,替代ID（多个用分号分隔）,是否已废弃,被替换为,创建日期,外部引用（多个用分号分隔）,标准名称（中文）,定义（中文）,精确同义词（中文）,相关同义词（中文）,注释（中文）
HP:0007417,Discoid lupus rash,"Cutaneous lesion that develops as a dry, scaly, red patch that evolves to an indurated and hyperpigmented plaque with adherent scale. Scarring may result in central white patches (loss of pigmentation) and skin atrophy.","This lesion is characteristic of discoid lupus erythematosus, but similar lesions may be observed in other diseases.",Discoid lupus erythematosus,,HP:0000988,,是,HP:0000981,否,,,SNOMEDCT_US:200938002; SNOMEDCT_US:238927000; UMLS:C0024138,盘状红斑狼疮,,盘状红斑狼疮,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,此病变具有盘状红斑狼疮的特征，但类似病变也可能出现在其他疾病中。
HP:0007418,Alopecia totalis,Loss of all scalp hair.,,,Total alopecia,HP:0001596,HP:0005597,否,,否,,,SNOMEDCT_US:19754005; UMLS:C0263504,全秃,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,全秃,
HP:0007420,Spontaneous hematomas,Spontaneous development of hematomas (hematoma) or bruises without significant trauma.,,,,HP:0001933,,是,,否,,,UMLS:C1697453,自发性血肿,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007421,Telangiectases of the cheeks,Telangiectases (small dilated blood vessels) located near the surface of the skin of the cheeks.,,,Telangiectasia on the cheeks,HP:0007380,,是,,否,,,UMLS:C3554587,面颊毛细血管扩张,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,面颊毛细血管扩张症,
HP:0007425,Hyperextensible skin of face,,,Hyperelastic face skin; Stretchable face skin,,HP:0007458,,是,,否,,,UMLS:C4024883,面部皮肤过度伸展,,高弹性的面部皮肤; 伸展性面部皮肤,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007427,Reticulated skin pigmentation,,,,Reticulate skin pigmentation; Reticular pigmentation pattern,HP:0001000,,是,,否,,,UMLS:C3279575; UMLS:C3279601,网状色素沉着,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,网状皮肤色素沉着; 网状色素沉着pattern,
HP:0007428,Telangiectasia of the oral mucosa,"Telangiectasia (that is, the presence of small dilated superficial blood vessels) of the oral mucosa.",,Spider veins of the oral mucosa; Angioectasia of the oral mucosa; Angioectasia of the oral mucous membrane; Telangiectasia of the oral mucous membrane,,HP:0000228,,是,,否,,,UMLS:C4024882,口腔粘膜毛细血管扩张,,口腔黏膜蜘蛛静脉; 口腔黏膜血管扩张症; 口腔黏膜血管扩张症; 口腔黏膜毛细血管扩张症,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007429,Few cafe-au-lait spots,The presence of two to five cafe-au-lait macules.,,,,HP:0000957,,是,,否,,,UMLS:C4024881,散发型牛奶咖啡斑,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007430,Generalized edema,"Generalized abnormal accumulation of fluid beneath the skin, or in one or more cavities of the body.",,Generalised oedema; Generalised tissue oedema; Generalized tissue edema,,HP:0000969,HP:0012050,否,HP:0007575,否,,,SNOMEDCT_US:271808008; UMLS:C1850534,广泛水肿,,全身水肿; 全身性组织水肿; 全身性组织水肿,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007431,Congenital ichthyosiform erythroderma,An ichthyosiform abnormality of the skin with congenital onset.,,"Ichthyosis, congenital; Congenital ichthyosis",,HP:0008064,HP:0007475; HP:0007479,否,HP:0007478; HP:0007484,否,,,SNOMEDCT_US:254156001; SNOMEDCT_US:268282005; UMLS:C0079583,先天性鱼鳞病样红皮病,,先天性鱼鳞病; 先天性鱼鳞病,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007432,Intermittent generalized erythematous papular rash,,,Intermittent generalised erythematous papular rash,,HP:0200034,,是,,否,,,UMLS:C2749995,间歇性弥漫性红色斑丘疹,,间歇性泛发性红斑丘疹疹病,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007434,Plaque-like facial hemangioma,Hemangioma is a benign tumor of the vascular endothelial cells. This term refers to facial hemangiomas that have a plaque-like morphology.,,"Hemangioma, facial, plaque-like",,HP:0000329,,是,,否,,,UMLS:C1847884,斑块样面部血管瘤,,面部斑块状血管瘤,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007435,obsolete Diffuse palmoplantar keratoderma,,,,,,,是,,是,,,,,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007436,obsolete Hair-nail ectodermal dysplasia,,,,,,,是,,是,,,,,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007437,Multiple cutaneous leiomyomas,The presence of multiple leiomyomas of the skin.,,,,HP:0008069,,是,,否,,,NCIT:C3157; UMLS:C1708350,多发性皮肤平滑肌瘤,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007438,Mottled pigmentation of the trunk and proximal extremities,,,,,HP:0001070,,是,,否,,,UMLS:C1851551,躯干和四肢近端斑驳状色素沉着,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007439,Generalized keratosis follicularis,,,Generalised keratosis follicularis,,HP:0011368,,是,,否,,,UMLS:C4024879,泛发性毛囊角化症,,泛发性毛囊角化症,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007440,Generalized hyperpigmentation,,,Generalised hyperpigmentation,,HP:0000953,HP:0007574; HP:0007599,否,HP:0007540,否,,,UMLS:C4024878,全身性色素沉着,,全身性色素沉着过度,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007441,Hyperpigmented/hypopigmented macules,,,,,HP:0009123; HP:0012733,HP:0007494,否,,否,,,UMLS:C4024877,色素沉着/色素减退斑（色素异常斑）,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007443,Partial albinism,"Absence of melanin pigment in various areas, which is found at birth and is permanent. The lesions are known as leucoderma and are often found on the face, trunk, or limbs.",,"Partial absent skin pigmentation; Congenital partial leucoderma; Congenital partial albinism on face, trunk, or limbs",,HP:0001010,,是,HP:0001044,否,,,SNOMEDCT_US:6479008; SNOMEDCT_US:718122005; UMLS:C0080024,白点病；斑驳病；斑状白斑病；斑状白癜风；斑状白化病；,,部分性皮肤色素缺失; 先天性部分白化病; 先天性面部、躯干或四肢部分白化病,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007446,Palmoplantar blistering,A type of blistering that affects the skin of the palms of the hands and the soles of the feet.,,,,HP:0100872,,是,,否,,,UMLS:C4024876,掌跖起泡,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007447,Diffuse palmoplantar hyperkeratosis,Diffuse abnormal thickening of the skin on the palms and soles.,The terms hyperkeratosis and keratoderma have been used interchangeably throughout the literature.,"Hyperkeratosis, diffuse palmoplantar; Diffuse palmoplantar keratoderma",,HP:0000972,,是,HP:0007435,否,,,UMLS:C4021575,弥漫性掌跖角化过度,,弥漫性掌跖角化病; 弥漫性掌跖角化病,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,角化过度和角皮病这两个术语在文献中被互换使用。
HP:0007448,Hyperkeratosis over edematous areas,,,,,HP:0000969; HP:0000962,,是,,否,,,UMLS:C1835253,水肿伴角化过度,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007449,Confetti-like hypopigmented macules,,,,,,,是,,否,,,UMLS:C1851705,斑驳样色素减退斑,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007450,Increased groin pigmentation with raindrop depigmentation,,,,,HP:0007400; HP:0009123,,是,,否,,,UMLS:C4024875,腹股沟色素沉着伴点滴状色素脱失,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007451,Ipsilateral lack of facial sweating,Inability to sweat on the same side of the face that is affected by ptosis and miosis. This is a feature of Horner syndrome.,,,,,,是,,否,,,UMLS:C4024874,患侧面部出汗减少,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007452,Midface capillary hemangioma,,,Midfacial capillary hemangioma,,HP:0000996,,是,HP:0007611,否,,,UMLS:C1849377,面中部毛细血管瘤,,中面部毛细血管瘤,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007453,Flexural lichenification,Lichenification affecting primarily flexural areas of the skin.,The parts of the skin that touch when a joint flexes (bends) are called the flexural surfaces.,Lichenification in skin folds,,HP:0100725,,是,,否,,,UMLS:C4024873,弯曲部位苔藓样变,,皮肤皱褶处的苔藓样变,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,当关节屈曲（弯曲）时相互接触的皮肤部位称为屈侧表面。
HP:0007455,Adermatoglyphia,,,,,HP:0007477,,是,,否,,,UMLS:C1852150,皮纹病,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007456,Progressive reticulate hyperpigmentation,,,,,HP:0007400,,是,,否,,,UMLS:C4024872,进行性网状色素沉着,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007457,Prominent veins on trunk,Prominent thoracic and abdominal veins.,,,,HP:0001015,,是,,否,,,UMLS:C4024871,主干静脉隆凸。,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007458,Focal hyperextensible skin,,,,,HP:0000974,HP:0007425; HP:0011930,否,,否,,,UMLS:C4024870,局灶性皮肤过度伸展,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0007459,Generalized anhidrosis,,,Generalised anhydrosis; Generalized anhydrosis; Generalised anhidrosis; Generalized inability to sweat; Generalised inability to sweat,,,,是,,否,,,UMLS:C4024869,泛发性无汗症,,全身性无汗症; 全身无汗症; 全身无汗症; 全身无汗症; 全身无汗症,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
